title,up_name,bvid
举目无亲的远方才是你最安全的地方,Super小丽,BV1odqfYFE3f
【职场新人必看】职场中这类人必将一事无成!,哲成学长,BV1A3zRYaEUs
已失效视频,波波爱搞机,BV1YckwYuEzR
为什么理工科同学的终极出路是转文,郑在胡说八道,BV1vykBY1EAf
人间地狱：每个人都是压力怪的省份——湖北,林川登罗,BV1HG411S7he
腿型分辨（人工鉴定）,圆梦指南,BV1pj41177xx
别学历焦虑啦，非名校其实是你的隐藏优势！,非非今年想出本书,BV1sJBuYvEEE
为什么adhd需要写作,Vivi的ADHD日记,BV15dysYmELy
检查实验和代码的可操作漏洞太大，给想检查代码的专家教授们提一些建议,水论文的程序猿,BV1cCBMYcEBE
毁掉一个人最狠的方式：三个字,心理师Suna,BV1UPqHYgErR
有的人在超越你的目标，有的人在追你梦想的女孩，拿出你的勇气，永远不要放弃,院长GYM,BV12di6YWEWV
这代父母是最不容易的！,高一的王南皓,BV1D4421U7rV
男性衰弱 集体性输血且沉迷虚幻,rstleon,BV1qxzwY3Erk
那些GitHub上的项目，就，挺有用的【5】,果核次元,BV1E6k7YZE2u
保持体型，这是第一件事,院长GYM,BV1jYBuYdEfS
越厉害越真诚,情商管理研习社,BV1aW421971R
熟练，才会上瘾,学森快思考,BV1ikzQYCEPn
你做得越好就是做得越差，你做得越差就是做得越好,一点就炸B站号,BV11GknYCEw5
曾仕强：你基础越好，你表现越好，各方面的打击越重，你没有表现，他打击你干什么,曾老国学文化,BV1wM4m117wD
中国是个神奇的地方，有的人思想龌龊到了极点毫无底线，有的人却恰恰相反，高尚，无畏，奉献，国人皆如此，复习指日可待,劍舞流雲,BV1NN411h7Rb
懂的越多，做的越少；想的越杂，做的越差,彭春花本人,BV1QS4y1t7qJ
色情片可能会影响你的性取向！——Dr. Trish Leigh【中英字幕】,志在Peter,BV16FB7YnEZJ
听懂直接颠覆,有趣的灵魂陈老师,BV1x5k3YHE4Z
一个小动作就能颠覆生活,机械叶绿体,BV1YazFYbEqF
有钱人学东西比普通人更快,亮哥教育咨询,BV1ReqGYZEh8
【书单推荐】一些我万分庆幸在二十岁出头就读过的书,无限进化的Doria,BV1Lei6YzEf4
大学里的水课太多感觉收获不到东西怎么办？,圈宁CeoxNim,BV1VH4y127kr
进步的速度，取决于复盘的能力,YouCore官方,BV1PzsYeXETk
大力扶持！跨境电商的风真的要刮起来了,刘海峰商业,BV17aqAYuEs4
社会大学必学课：如何体面的组饭局,成长小豆芽,BV1eGqCY5EHh
黄仁勋放狠货，放到工位的迷你AI超级计算机，每秒近70万亿次运算！,赛博奇,BV1d3kcYkEsi
高手黑箱-课堂1.3,汤质看本质,BV13u4m1u7hn
一定要远离吹灭你的灯的人,成长小豆芽,BV11PqQYQEgW
【杰哥讲社会博弈】男人的白月光情节到底是咋回事？不想承担责任拒绝长大！,杰哥观察者模式启动中,BV1FJqgYhEU5
PCB板打样为什么不能一块起做？最少都是5块起做？,嘉立创,BV1WRz1Y3Ep9
Cursor AI隐藏技能：1小时完成专利申请，立省数万💰,AI进化论-花生,BV1VEzZYsETP
现代人的延迟满足感之低根本轮不到拼天赋,太阳李博良,BV1PhBSYnERw
已失效视频,峰峰要去top5,BV1WdBTYAEDB
谁是AI视频霸主？海螺 vs Sora，22个AI视频场景极致PK,檀东东Tango,BV11hBKY8Ep5
如何赚到人生中第一个一百万（实战营销教程篇）,九九年的老男人,BV1SqkNY3EPM
HTTPS真的安全吗，一个动画秒懂！,轩辕的编程宇宙,BV1P5k3YHEGo
马斯克学校Astra Nova School入学考试答题,艾睿老爸在美国,BV1FxzsY6Euf
提升学历，不如拥抱GPT？| GPT教我0基础学Python,檀东东Tango,BV1Vi421a7dw
虽然他坑了我，但我还得谢谢他,在下张锦,BV1W7k3YJEfL
已失效视频,中村虫售坊肆,BV1LRkgYNEBq
学习的基本方式是模仿,李丽莎的生活,BV1ZCkJYYEz3
你需要无条件自信 因为每个人都在想着打击你的信心,林有感,BV1UNknYEEkR
肖申克的救赎之道，在于坚定地相信美好的事情终将发生【年度书单】,杜素娟聊文学,BV1UMqZYVEMU
【大学网课推荐】高数上课听不懂看宋浩？三天速成高数怎么选网课？一个视频给你讲清楚,橘子的自救指南,BV1aypgeAEHn
原来大一没听课期末也能稳过啊！！！手把手教,小戴同学呃,BV13Ak3YfEH8
"学什么都快：👍解密马斯克的""极速学习法""",长安老张,BV1FtzbYRESA
建议大家千万不要「一边做 一边怀疑」,第二成长计划,BV1wzSHYhEVd
大一大二找实习，该怎么通过面试,郑在胡说八道,BV1K9k3YREd9
怎么判断要不要考研,郑在胡说八道,BV1iFkPYmEEy
深入解读资本与生产资料，我们应该如何过好生活,像素范,BV1Mn6NYKEBe
大冰：学习是需要放弃玩乐，长期时间坚持的过程！做不到就自己罚自己，自律是有奖惩机制的，这样都做不到，你叫什么自律？,牛神观影,BV1fYBRYpEYa
百万年薪程序员：计算机学生收入越来越低！简历军备竞赛如何破？【UP进化论精选】【数字游牧人】,UP进化论,BV1afBKY3Ezk
我35岁才想明白的人生真相，趁早领悟的6条建议｜关于财富自由、成长、社交和人生规划,行长王德发,BV1FYiyYdEBs
年轻人摧毁人生行为,耶梦加德正版,BV1RsBGYZEt1
上戏学姐的拍照眼神管理方法…真有用,漩涡小卷毛羊,BV1gnUsYjENR
为什么越来越多“面试完留作业”这种不尊重劳动的行为,ChaoYoung洋,BV1oVkcY3EJg
久违的同框？影视飓风1000万粉丝Q&A！,影视飓风,BV1rEknYzEmf
天才95后辍学创业，6年后成亿万富翁,傅盛,BV1p5z3Y6ENr
看完就想试！AI比我更懂我，普通人挖掘潜在天赋的作弊途径。,半撇老师,BV1FfBNYpEeS
AnythingLLM：打造个人AI知识库 完全在本机运行！ |开源项目 可一键安装,大模型官方课程,BV1taB9YNE8G
把目标定为赚1亿后，生活变得好简单：虚假欲望是如何控制你的？,彭春花本人,BV1PhkJYkECv
【杰哥讲社会博弈】 一味将社会矛盾转化男女矛盾，收留女硕士事件将推进版本加速！,杰哥观察者模式启动中,BV1awqqYoEWs
建议大家尽早组建自己的人生内阁团,努力生活的叶子呀,BV1GDUeYmEPs
大话深度学习—利用ModelArts零代码实现图像分类神经网络，学不会你打我！,麦叔编程,BV1Zk4y1z75b
6.Docker自定义镜像,原来只是南柯一梦-,BV1hySeYyEVA
使用ModelArts实现花卉图像分类,哥哥搁浅了,BV1D8411Z7og
深度学习云平台【华为云Modelarts】详细入门全流程,yoo永恒,BV1wt4y1e7UH
心理学：让你失去「人格魅力」的四大行为,心理师Suna,BV1zEUWYZEDK
没有雄性特质的男人最好的工具人,有智慧的大聪明,BV12417Y7EA4
#不吃晚饭 #不吃早餐的危害 #轻断食不吃晚饭脂肪燃烧速度更快！ #会吃才会廋,健美运动员张涛涛,BV1tKqYYBEAP
【万字解析】我，为什么是B站最帅的博主,逗比的雀巢,BV1VEqoYmEKi
如何让大脑变强？ ► 每天做好这两件事 🧠 - Dr. Andrew Huberman 安德鲁．胡伯曼博士（中英字幕）,WisdomBread智慧面包,BV1ox4y1W7Mn
当你看到自己的深情流露时会感到恶心——当心资本主义和父权制的结合,林川登罗,BV1FU411S7zx
爆痘，脑雾，精力差？这个老人常用的补剂，年轻人更需要,跑步的子章老师,BV1hMz6YKEm5
这视频会在你最需要的时候找到你。,markdaywilliam,BV1xQqdYKED1
你要偷偷努力，但是不告诉所有人,盛一金,BV1LtBNYCEDX
大佬思维果然与众不同，吃顿饭都能学到干货！,人性大道思维,BV1Y7kGYME2w
主动丢脸，好处多多（很流氓但屡试不爽的人生捷径）,自然物种,BV1DnBKYTEvA
超越Sora！谷歌Veo2阻击OpenAI，AI视频进入4K时代,傅盛,BV1aekEYDEr3
立场与利益！分配与改革！11月27直播,志新观天下,BV1t9i9YAEo6
为什么说年底别请事假？,上分中年人,BV1dNBPYzErF
有野心的人都是孤独的,RealManClub,BV1DHzZYHEvp
当“留学老人”遭遇“校园80”,Miracle觅奇,BV1kaBwYVEp4
马斯克建议年轻人如何遥遥领先,逃离矩阵的Andrewtate,BV1no6KY8EXM
下一个经济繁荣期要20年以后…,赤焰男孩,BV1MDqZY1E1H
天涯神贴：权力的本质,天涯神贴_升维珍藏,BV1cGqKYSEA2
人情世故不是巴结讨好，而是乘人之美，为己所用,老白和她的故事,BV16yBKYDEPF
「不含敌意的坚决」是成熟，最好的注释。,至高谷,BV1kRBjY9EqM
「小白」2024下半年旗舰标准版哪家强？五大品牌横评！,小白测评,BV11UUWYMEgL
一些网友推荐待遇好的公司,豹哥-李豹,BV1jdqoYpEEK
跟算法“哭穷”？年轻人正在洗脑大数据！,败家财经,BV1zrBKYXEeE
赵玉平：人际关系原则“低平台关注出众的，高平台关注不顺眼的”,高伯文化,BV1WeBLYJENE
近期霸榜github的项目,AIGC-亿晨,BV16SB9YXEa7
赚钱1看热爱 2看人脉 3看选择,rstleon,BV1CTBvYzEFe
为什么“我为了你”这四个字，总是让你反感,西一昂叨叨版,BV1Z8BEYUEqt
原来每次虚空打靶的背后都有攻击原型,不太抽象,BV12hB7YFENb
成佛之法！开悟的诀窍究竟是啥？,啊粥粥啊粥,BV1z3zzYjErU
很多时候莽撞者比缜密者，更容易赢。,细心小王,BV1gpqeY2EnB
装着装着就成功了，人的信念威力巨大,吹泡泡媒皮士,BV11VqdYwEFY
大冰教硬核处理校园霸凌办法,冰哥语录,BV1dhBjYgEqu
“新版本”下的自媒体和就业思路，学会利用“资本”,像素范,BV1u2iBYXE3o
因为一瓶水，明白了如何赚钱,無用之用_,BV14hqoYzE6f
【硬核】一口气带你了解中国的金融机构：银行、保险、券商和基金,华夏基金官方账号,BV1ow4m1y71M
免费的高德怎么挣钱？ 透过现象看商业本质！#商业思维 #老板思维 #高德地图 #刘海峰,刘海峰高维战略,BV1iwzhYnEpa
机器学习之矩阵乘法,小李-没文化,BV1Viz3Y4E3L
听劝！自律不是高效人生的关键｜看完本视频，把你的生产力/效率提升4倍,咪惹说,BV11r1AYrEiX
已失效视频,一顶白帽子_,BV1x66PYYEXi
「Github一周热点53期」Rust 重写的 SQLite，文档解析器，零知识虚拟机，浏览器中的轻量级数据库 GUI和跨平台开发框架,IT咖啡馆,BV1XYq9Y6E4y
贝叶斯定律——如何科学的看待不确定性？开始一件事的正确姿势！,曼鱼的视觉笔记,BV15zqqYaE1m
分享一个让你短时间内偷偷变厉害的方法！叉宝碎碎念,叉叉妙妙屋,BV1UaxrepEvJ
如果一个人能力很强，却混的不好，大概率这个人的人品不错,田志刚知识管理,BV13A411D7jk
如何享受学习并全部通关？,TED官方双语精选,BV1aPUrYwEcJ
沉浸式翻译，强的离谱啊！10大场景使用教程【干货】,檀东东Tango,BV1fi421h7QB
用提示词创建智能体，带你了解18种提示词框架的使用方法,Ai小团团的思考,BV17M4m117fK
如何培养商业思维？打工不可怕，可怕的是打工一辈子！,张雪峰说考研就业,BV1DszjYME2M
这哥们是个真男人,人间少有清醒,BV1q6q8YmELe
【中英双语】埃隆・马斯克的工作理念和疯狂日程安排为何有效,WithEric,BV126ieYgECS
如果你不知道读什么书，不妨从这几本开始,爱读书的饕餮,BV1prScYBEnQ
女生敢抱怨心情不好，三招让她倒追你,子阳恋爱宝典,BV1Z4BEYDEhi
2024.11.25-成,跟着明哥学商业,BV1z4zPYEEa3
【独家*发明】嵌甲终结者，无偿公布一种几乎不要成本彻底解决嵌甲，甲沟炎的方法，安全高效,技术狂想曲,BV11k4y1w7mx
重养自己第三期【醉易地球ol】#认知 #醉易地球ol,醉易先生-电竞智慧,BV1HQqQYSEQp
被开除道籍，等同于置人于死地,梁兴扬,BV1dxqQYqEy2
顶级自媒体教程《致命节奏》,六一行,BV1FFDDYyEs8
让Claude假装思考：Thinking-Claude,黄益贺,BV1A9SuYaEVp
照着做，你就能彻底不用上班,成长小豆芽,BV1bBiRYAEti
第十章.解决强迫症反复确认和检查的问题,赵某人和强迫症,BV1qJBvYhEtM
如何合法“开户”？,小五只会一点点,BV1uq6PYiEiu
人到底为什么要谈恋爱？,加倍贝北,BV1jii6YMEJd
小米第一次造车如何保证质量？雷军：我有四个方法,名人张聊,BV1C6BMYwEFt
少数人的游戏 不同情自己也不同情他人,rstleon,BV1TpqnYuEXW
「Screenpipe」全天候24小时AI屏幕和麦克风录制超级助手❗️,鱼C-小甲鱼,BV1XdzvYfEdH
微妙的敌意,李丽莎的生活,BV1ZuBMYpEuQ
Bank of America 前高管采访(二)｜求职/职场经验分享,Erik在奋斗,BV1BMqmYYErP
不用等状态好了，再去做你想做的事,馨语心理空间,BV1BHUxYeESj
视力恢复看我就够了！两年多的经验总结，持续更新，每天为网友回答问题！,杰森兔坦森,BV12w6KYTEfk
【直播切片】高校职称评聘的复杂性解读。,老司机耿进财,BV1NHiyYPEm8
别轻易投诉外卖小哥，有点权利就要折腾人吗？,储殷教授,BV1i2zgYfEDz
工业革命不会发生在中国的原因,账号已注销,BV1FwzWYMEks
黄仁勋来家门口“抢人”？！直言香港科技大学是中国“麻省理工”！希望毕业生加入英伟达，一起为AI人工智能创新！#英伟达 #黄仁勋 #科技 #ai人工智能 #职场,九姨太-备份,BV1TezNYYEM4
技术流分析，如何才能拿捏县城瑜伽裤【第四季】,写手一条城,BV1XeBjYMEd7
原来安全是标配，不是卖点！！！#小米su7#雷军#极氪#中保研测试,大汪不懂车,BV1Lppie5EQB
天涯神贴：普通人如何用最短的时间赚到1000万,绝世天涯神贴,BV1ei421Y7ga
这是循迹刹车中最大的错误,SuellioAlmeida,BV1EJiFe2ELq
"弯道进阶：真正的晚弯心，从理解""最大旋转点""的概念开始！[Suellio教学]",SuellioAlmeida,BV1bzBqYxEd2
用动漫的方式解析同声传译的大脑是怎么运转的？,口译员Gavin,BV16PHveCEF3
「赛道教学-第1集」如何判断刹车点,51GT3赛车学院,BV1bS4y1d7qw
拜托三连了！这可能是你受用一生的【思维导图】公益课程,GenJi是真想教会你,BV1tL4y1W7Ev
成甲 构建思维模型直播课（下）讲座,姚林翼,BV1of4y1Q7RV
罗振宇阅读电子书的方法,罗胖罗振宇,BV1Pn4y1Z7Rh
打破固有思维模式，发现一个全新的认知边界，第一性原理的十一层解读方法论,得道之路就在其中,BV1qBH7e4Eia
思维模型99%：NLP理解层次。能给你无敌洞察力和高纬解决思路的万能模型,圆中的猫头鹰,BV1R4S8Y6ED1
真正能靠婚姻跨越阶层的，只有男性,向阳的心理分享,BV1rVqQY1E1Z
我的背单词方法是「不背单词」,imleafsun,BV1e2421Z75J
【杰哥讲社会博弈】女人不用追！当男人见过足够多的世界、众生，女人会上赶着来找你！,杰哥观察者模式启动中,BV12CznYrEHM
教师编让我看到了认知的恐怖,豆芽老师爱吐槽,BV1xozSYxEeB
北大计算机本硕即将博的小菜圈宁送你一份！,圈宁CeoxNim,BV1dQyeY3EHb
【杰哥讲社会博弈】男性心理的自卑源于肉体的强大，反者道之动也！,杰哥观察者模式启动中,BV1iSzGYvEj1
享受处理冲突，才能一直迭代留在牌桌上,小姜又辞职了,BV1TZzQYYEz6
德语英语都适用的语言学习底层逻辑,马工流浪德国,BV1zoq6Y2Enb
如何比99%的人更聪明（2年内大幅提升智商）——Dan Koe【中英精校】,来点思考,BV1nbUXYyEv9
很多男生的容貌焦虑来源于对颜值的不自信，不论走什么风格，自信最重要#高级脸 #容貌焦虑 #男娘 #ts,老朱的审美,BV1nrzZYqEWF
2个系统，让你的决策能力超越99%的人！【能力圈理论】,读书的Harry,BV1MW42197Ge
谋事成业的阴与阳，年轻时候如何选择发展路径,像素范,BV1BTbceFEwK
很多人在高考以后就不主动学习了，却热衷于用二手知识标榜自己，可是这些知识真的融入了你的知识体系吗,青青的留影机,BV1tT411c7Rf
讲一些医学界的内幕…不知道能不能过审…#商业思维 #现实 #认知 #99年的老男人 #内容过于真实,九九年的老男人,BV15BBXYGEfu
不要盲目卷学历，去卷时代红利,是小冰心啊,BV1wfqYYAEGt
被宏大叙事遮蔽的个体,思想史万有引力,BV1oV4y1k7GA
我们为什么需要宏大叙事?,名为沙丁鱼的猫,BV1pFyLYNEo2
什么样的人喜欢宏大的叙事？,马方官方账号,BV1qL411Y7A9
年轻人一定要警惕宏观叙事陷阱，多关注自身处境,梨园长,BV1wa4y1y7Vg
（低智商慎入）穷人逆袭改命最大的误区！宏观叙事误终生！,记忆宫殿宁梓亦,BV1Sv421C7aT
感觉天塌了，那些一直以为是正常现象其实是脑雾的瞬间,不烦的生活方式,BV1ZHszetEx3
打工人必看sida找工作渠道,AI编程布道者-金角大王,BV1mSiBYSEuY
最恐怖的AI出现了！从此人人会编程？怎么办啊,数字游牧人,BV1HQqQYSEaa
我们如何职业规划与发展？在经济下行周期的正确选择,像素范,BV1mpq8YFEmR
征服好莱坞、硅谷精英圈的基因抗衰秘术，竟然是一款BBL光子？实测效果...,迷死氧实验室,BV1eNqzYYENX
“说透灵活就业的那一刻，现实讽刺到了极点！”,孙大_圣,BV134qBY8Ed7
【晚渡】刑辩律师教你如何用犯罪逼退老赖那颗不还钱的心,晚渡-刑辩版,BV1SjidYKEuf
回国后马云现身阿里总部，从12月开始真的要大变天了,企业百问,BV1agqzYFEDq
年轻人该不该创业,李一舟AI,BV1UEqzY9EKW
所有的女人最终都会变成男人，明白了吗？,马疯匹,BV1xnqzYpE6L
为什么男生只想和你打牌，不想谈恋爱？,路远情长LY,BV18vUHYuEtg
2分44秒教你如何过四级⚡,不太抽象,BV1NoBTYaEMu
AI能自我进化了？这是福还是祸,周鸿祎,BV17w6NYEEja
如果你失去动力，可以看一下这个视频,Johnnycchen,BV1zSmpYREsi
「天涯神贴」如何自律上瘾...,天涯神贴_四维收藏,BV1NgBtYsEWp
终于有人将大模型可视化了！3D演示+文字详解，深度拆解推理过程,量子位Daily,BV1C1UHYaE5y
怎么拿下抽象女,凡哥教恋爱,BV1kYUVYBEuS
一个账号，两台设备！常用 App 双端适配报告 + 解决方式,旅客君,BV1uxzZYSEh2
看似天崩开局，实则练薄肌圣体#居家锻炼 #健身 #自律,阿龙新手健身教学,BV1Z8UDYNEbX
花2万买来的经验，谁说国产数字人不行？,老麦的工具库,BV1eazFYbEt4
男士留长发要怎么避免尴尬期，详细讲解,广州风度造型一介,BV1V7mpY2EEm
22岁甜妹在线教学（坏了！她教真东西啊）,何人饮Herenyin1,BV1pbzJYAEPu
通过数据图形表现函数打造业务专属模型,AI产品经理实践,BV1KxBiYjEA9
市场营销专业，未来五到十年，最好的专业，没有之一,郑在胡说八道,BV1Xkz4YiEk9
恋爱不是温馨的请客吃饭,凡哥讲恋爱,BV15eDSYhE51
【人际技能升级】被两领导夹在中间时的4种应对,峰video,BV1ZdD1YfE16
恋爱判断智商,人间少有清醒,BV11wzaYuEZk
恢复失效收藏夹、无限倍速、超级画中画，这些浏览器插件，让你的B站更强大！,玄离199,BV1o3UKYzEA5
每天早上5:30起床，去这4个地方，因为有收入！#魔音工坊配音 #魔音工坊ai配音 #ai声音克隆 #AI做网站 #AI做Logo,老塔的AI工具箱,BV1KNBqYSE52
「天涯神贴」跨过这三道坎，你将成为强者...,天涯神贴_四维收藏,BV1t3UrY4EpK
曾仕强 人一辈子最大的底气 不是金钱 不是权利 而是......,龙门雪心,BV1x8maY8EXf
已失效视频,bili_3546644240927184,BV13T6cYbEK7
全平台、无视生态的隔空投送！超快不限速 feat.Github 热门项目 #7,御风大世界,BV1r4UrYjEXe
听话的人被欺负，失业的人被取笑，这个社会怎么了？,北海先生原创,BV1fpzFYvELx
【微调实战】喂饭级教程！！15分钟学会Qwen2-7B微调及部署，帮你从零基础到大神，通俗易懂，连草履虫都能学会~,大模型-小懒哥,BV1pmm4YkE5b
之前一直给大家提的费曼学习法，给大家说说三个具体实践方式。,哈佛亮爸的教育经,BV14pi2Y3EnT
诺奖模型AlphaFold3开源，可预测所有生命分子结构,量子位Daily,BV1Zcm8Y6EWd
很多女人是没有“忠诚”这个概念的,凡哥讲恋爱,BV1j8z1YtEPc
【张嘴咔咔响】不敢张嘴？还会大小脸？竟然可以康复处理！,运动康复陈老师,BV1hTzbYuE26
大学教育，处处都是断层,郑在胡说八道,BV15zzBYMESq
已失效视频,大模型微调教程,BV1uHzGYREi6
用AI给量子计算纠错，竟比常用方法少30%错误。谷歌新Alpha模型登顶Nature,量子位Daily,BV1BtzPYmEkS
开始相信了,人间少有清醒,BV1PUzCYqExh
马斯克放大招「Grok2」秒杀ChatGPT｜免费用❗️,鱼C-小甲鱼,BV1VXUmYXEgA
大学生自救联盟,郑在胡说八道,BV148iUY5Erj
ollama支持Llama3.2-vision多模态大模型轻松实现监控找人！重磅分享：详细讲解提示词工程+视觉大模型实现视频目标查找！无需高端显卡，本地运行流畅,AI超元域,BV1T7DYYMESA
前几天说了人工智能教育的事情，这两天正式报道也出来了,哈佛亮爸的教育经,BV1tJz9YTEHD
CodeGeeX：新手入门学AI编程神器｜项目地图、幽灵注释、代码对话、代码生成,AI进化论-花生,BV1GmBeYHEvH
从此不再缺算子：手把手教你用基础算子组合你需要的复杂算子,飞桨PaddlePaddle,BV1FZqbY7Et6
哈夫曼编码是如何影响互联网的,图码,BV1wf421q7b8
跟任何人离得太近都会造成灾难【醉易地球ol系列】 #认知,醉易先生-电竞智慧,BV14HBoYzEAo
好喜欢陪装逼的人演戏，有种向下兼容的爽感,桃桃话不多,BV1hr421K7ic
年终盘点之今年最喜欢的五本书！,拣尽南枝,BV1S6qHY1EBL
能决定我化不化妆的，只有我的心情,小别兔别又bie,BV1KqBMYNEc5
闻所未闻！4个神器颠覆职场！不必手下留情,老塔的AI工具箱,BV1RYUUYxEgF
【难】本科毕业没有工作，瞒着父母躲在出租房苟且偷生！,小喃爱艺呀,BV18KqvYjEck
程序员最好的副业，每个程序员都应该做的副业，超级个体，积累生产资料,IT老炮-仁科,BV12ri1YuERk
这位朋友上来就啃花书西瓜书包学不会的，明明应该先确定好方向和读研目的，而不是只有行为没有落地！-深度学习/机器学习,AI算法工程师Future,BV1D7SMYTEvd
未来什么专业吃香？跟着特朗普的节奏就对了,张雪峰说考研考公,BV1EfUdYDEFs
上交学长的无纸化学习方法：从入门到精通 | MLOG S1E42,Michael范同学,BV1edBSYAE4K
人生建议：不要轻易对外展示你的洞察力,清醒研究所,BV1URURYeE1y
所谓工作能力强，其实就是比别人更会“装”,不做人事的猕猴唐,BV1xHUuY8EgB
发现很多人开窍的契机：来自独居,小姜又辞职了,BV1yGm9YnEZ3
如何毁掉一个年轻人：用任务填满ta,园姐-fightingmom,BV1cnUUYeEH1
我不可能让我女儿学前端，这和出卖身体没差别！,张雪峰说考研就业,BV1SMqUYpEBM
专科成绩如何翻身？命运的齿轮开始转动！,张雪峰说考研考公,BV1S9BsY4EZT
清华杰出少年数学示范班：一将功成万骨枯,分析学爱好者,BV1P2UYYhEG9
思维模型97% 贝勃定律，我们最终会让自己不再那么难过，也不再那么快乐,圆中的猫头鹰,BV15mCdYhEV8
国内外高等教育的差别，看这一集就够了！,张雪峰说考研考公,BV1sFq4YEE71
用注释对测试进行分类？这给你能的！,码农高天,BV1sjqvYzEwg
和同学们说点掏心窝的话：躺平没有错，肉体是想要躺平的，可灵魂是想要上进的啊！,考研英语大雁,BV1RpiRYVEqn
给易焦虑体质！大事临头极速冷静的方法！如何越紧张越松弛？,糖果果的未来要发光,BV1SbBMYzEPe
重养自己第二期（醉易地球ol系列）#认知,醉易先生-电竞智慧,BV15QqCYmEU1
5亿美金天价索赔，微软蓝屏后续来了,周鸿祎,BV1LBqqYAEoy
让表达更加有理有据让人快速信服，一个方法,西一昂叨叨版,BV1ALzpYzEGz
学费13800，去浙江中医药大学学中医是什么体验,上官钮祜禄诺,BV11CqBYmE3V
需要告白的恋爱，多半不会成功（告白纯属多余）,硬核的HeyMatt,BV1J4qqY6EQ1
“不要被别人所影响，要有自己的主见”,你好baby呀,BV1qdB9YUEyK
大学高中化？如何最大限度利用大学？,读书的Harry,BV12cqbYxE3G
面试挂了，就因为不知道公司的使命？？,码农高天,BV1mFUdYcEij
销量差不可怕，可怕的是不知道为什么销量差,你猫哥呀,BV1pDq7YpEyL
软件功能市场有需求，软件开发公司程序员为啥不做？ 明明很需要的app功能,创业程序员丽娅,BV14dqAYXE23
量大管饱！2024年度软件推荐【上期】,科技老男孩,BV13aiRYTE8b
你要自信呀骚年，越困难的时候越要自信坚强。,你好baby呀,BV1Znq6Y3Eop
答读者问:脱产的学生怎么才能认识社会？,这是个令人疑惑的星球,BV18LzhYrE9H
你太有脑子，也觉得别人很有脑子，你是赚不到钱的,赏味不足,BV1TEzhYzE3T
【中英双语】如何建立能掌控权威的沉稳自信,WithEric,BV1tiUHYBEKc
投资的底层逻辑是什么,李一舟AI,BV1zgqmYwEN8
一个故事让你秒懂。,重庆法拍房馨月,BV13aqbYNEKS
Linux之父林纳斯——程序员金字塔最顶端的几个人都触摸不到的神,短的差评君,BV1STzBYFE8R
教育培训年薪七位数，值得深耕,陈思炜答疑号,BV1w8idYtEeA
首富魔咒：为了不当中国首富，黄峥真的太拼了,无处安放的小A,BV18T421z75j
硕士毕业，精神状态良好！,你的同桌狗兄,BV1DCi6YaEzW
世界上最有钱的人 是怎么白嫖我们的？,破壁狗,BV1w1moYxEco
远超对手，如何发展独特的销售技巧！,整天财富认知,BV1CtidYZECB
现在的男生不谈恋爱，钱都花在了什么地方？,喜欢数码的陈同学,BV1BMizYqEcm
"如何一秒启动Python, Nodejs服务，并打开Cursor和浏览器，开始写代码",傻瓜学AI,BV1wazMYaEa6
这个心理技巧迫使你早起—Kenny Bender,-动力火炬-,BV1mDqWY2ExU
22年磨一剑？！22年才发1.0版的开源项目，是什么样的,IT咖啡馆,BV1p5qYYAER2
什么！你还不知道大学生有哪些可以参加的比赛！那这期视频，希望可以给你一些帮助～,圈宁CeoxNim,BV1MPiBYHE9D
马云说不用读太多书 读多了没用,网易科技频道,BV1G44219774
雷军太敢说：中国是人情社会，太老实太好说话，容易吃亏,金鱼缸里养王八,BV1xB4y1M7nH
雷军：如何自学？,阳阳说影剧,BV1ny41187Kj
不愧是当年，全国做题家的终极偶像！,荒草音乐,BV15Q4y1b7Rc
和@雷军 聊2小时，改变了我一生的轨迹,小米许斐,BV1S1421r7Dd
雷军：酒店和空姐的笑容都很虚假,流浪的可乐_2011,BV1T44y1j7aa
雷军再谈马斯克:大家不要拿我和马斯克比,EV观察员,BV14E421M7pB
马斯克：我犯过最大的错误就是不看人品,财经网科技频道,BV1S7s7eQE6E
埃隆·马斯克：千万不要拿自己和网上的人比较,励志火箭,BV1xo4y1C7hw
马斯克：钱和权我都不在乎,财经网科技频道,BV1Hi421C7iP
大三分段打法思路,方山厨子,BV1tK411Q7mD
坐标底层985 现在的大学老师就！离！谱！,今渔13,BV1Tr42187cH
连麦一个逻辑缜密表达清晰的大四学生,冰语良言,BV1MPqgYrESy
俗话说：「穷不走水，富不涉淫」，与水边与色欲无关，那真实含义是什么？ 早看懂早受益【深夜读书】深夜读书 中老年心语 晚年生活 感情,深夜讀書官方频道,BV1X4zEY1EcZ
和朋友重新联络的方法（很灵，附详细话术指导）,贺宇宙-,BV1E5zNY7ETc
白手起家真正需要的创业实战技（1）,九九年的老男人,BV1XJScYXEnV
追女生该直接放弃的四种情况,阳哥脱单宝典,BV1KNzpYjEax
如何把关系处烂？,贺宇宙-,BV19EU7YeEdj
四六级翻译太多单词不会写？就三点做好能接近满分,大雁带你背单词,BV1mf6AYhEzY
四六级写作用模板必死无疑,晓艳英语课堂,BV19zq2YpELV
跟着大牌学穿搭！8个平替大牌的穿搭思路 学会立省1个亿！男生穿搭｜穿搭灵感｜秋冬穿搭｜外套推荐｜氛围感穿搭｜性价比平替,痴五安chammy,BV1gRivYSE6Q
